MedCodeId,Term,Observations,SNOMED_CT_Concept_ID,READcode,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,VF
6115,Myeloproliferative disorder,,,B6y0.00,,,,,,,,
17056,Myeloproliferative disease,,,B6y0.11,,,,,,,,
39336,Myelosclerosis with myeloid metaplasia,,,B6y1.00,,,,,,,,
49301,Malignant neoplasm lymphatic or haematopoietic tissue NOS,,,B6z..00,,,,,,,,
50290,Kaposi's sarcoma of lymph nodes,,,B6z0.00,,,,,,,,
40592,[X]Malignant neoplasm of mesothelial and soft tissue,,,Byu5.00,,,,,,,,
67034,[X]Mesothelioma of other sites,,,Byu5000,,,,,,,,
21715,[X]Mesothelioma of lung,,,Byu5011,,,,,,,,
30526,"[X]Mesothelioma, unspecified",,,Byu5100,,,,,,,,
93665,"[X]Kaposi's sarcoma, unspecified",,,Byu5300,,,,,,,,
101668,"[X]Malignant neoplasm/peripheral nerves of trunk,unspecified",,,Byu5400,,,,,,,,
95671,"[X]Malignant neoplasm of peritoneum, unspecified",,,Byu5700,,,,,,,,
91896,"[X]Mal neoplasm/connective+soft tissue of trunk,unspecified",,,Byu5800,,,,,,,,
91457,"[X]Malignant neoplasm/connective + soft tissue,unspecified",,,Byu5900,,,,,,,,
60162,[X]Malignant neoplasm overlapping lesion of skin,,,Byu5A00,,,,,,,,
98361,[X]Kaposi's sarcoma of other sites,,,Byu5B00,,,,,,,,
12499,[X]Malignant neoplasm of breast,,,Byu6.00,,,,,,,,
40598,[X]Malignant neoplasm of female genital organs,,,Byu7.00,,,,,,,,
64497,"[X]Malignant neoplasm of uterine adnexa, unspecified",,,Byu7000,,,,,,,,
57756,[X]Malignant neoplasm/other specified female genital organs,,,Byu7100,,,,,,,,
55588,"[X]Malignant neoplasm of female genital organ, unspecified",,,Byu7300,,,,,,,,
40671,[X]Malignant neoplasm of male genital organs,,,Byu8.00,,,,,,,,
57191,[X]Malignant neoplasm/other specified male genital organs,,,Byu8000,,,,,,,,
45262,"[X]Malignant neoplasm of male genital organ, unspecified",,,Byu8200,,,,,,,,
35113,[X]Malignant neoplasm of urinary tract,,,Byu9.00,,,,,,,,
45260,"[X]Malignant neoplasm of urinary organ, unspecified",,,Byu9000,,,,,,,,
35285,"[X]Malignant neoplasm of eye, brain and other parts of cent",,,ByuA.00,,,,,,,,
68027,[X]Malignant neoplasm/other and unspecified cranial nerves,,,ByuA000,,,,,,,,
41515,"[X]Malignant neoplasm/central nervous system, unspecified",,,ByuA100,,,,,,,,
63925,"[X]Malignant neoplasm of meninges, unspecified",,,ByuA200,,,,,,,,
47633,"[X]Malig neopl, overlap lesion brain & other part of CNS",,,ByuA300,,,,,,,,
40608,[X]Malignant neoplasm of thyroid and other endocrine glands,,,ByuB.00,,,,,,,,
64309,"[X]Malignant neoplasm of endocrine gland, unspecified",,,ByuB100,,,,,,,,
35186,"[X]Malignant neoplasm of ill-defined, secondary and unspeci",,,ByuC.00,,,,,,,,
39027,[X]Malignant neoplasm of other specified sites,,,ByuC000,,,,,,,,
96226,[X]Malignant neoplasm/overlap lesion/other+ill-defined sites,,,ByuC100,,,,,,,,
66163,[X]2ndry+unspcf malignant neoplasm lymph nodes/multi regions,,,ByuC200,,,,,,,,
57481,[X]Secondary malignant neoplasm/oth+unspc respiratory organs,,,ByuC300,,,,,,,,
88022,[X]Secondary malignant neoplasm/oth+unspcfd digestive organs,,,ByuC400,,,,,,,,
97091,[X]2ndry malignant neoplasm/bladder+oth+unsp urinary organs,,,ByuC500,,,,,,,,
68332,[X]2ndry malignant neoplasm/oth+unspec parts/nervous system,,,ByuC600,,,,,,,,
54253,[X]Secondary malignant neoplasm of other specified sites,,,ByuC700,,,,,,,,
52029,[X]Malignant neoplasm without specification of site,,,ByuC800,,,,,,,,
40740,"[X]Malignant neoplasms of lymphoid, haematopoietic and rela",,,ByuD.00,,,,,,,,
43415,[X]Other Hodgkin's disease,,,ByuD000,,,,,,,,
67518,[X]Other types of follicular non-Hodgkin's lymphoma,,,ByuD100,,,,,,,,
98596,[X]Other types of diffuse non-Hodgkin's lymphoma,,,ByuD200,,,,,,,,
64336,[X]Other specified types of non-Hodgkin's lymphoma,,,ByuD300,,,,,,,,
102688,[X]Other malignant immunoproliferative diseases,,,ByuD400,,,,,,,,
67029,[X]Other lymphoid leukaemia,,,ByuD500,,,,,,,,
61693,[X]Other myeloid leukaemia,,,ByuD600,,,,,,,,
89762,[X]Other monocytic leukaemia,,,ByuD700,,,,,,,,
89329,[X]Other specified leukaemias,,,ByuD800,,,,,,,,
65165,[X]Other leukaemia of unspecified cell type,,,ByuD900,,,,,,,,
72500,"[X]Mal neoplasm/lymphoid,haematopoietic+related tissu,unspcf",,,ByuDB00,,,,,,,,
64515,"[X]Diffuse non-Hodgkin's lymphoma, unspecified",,,ByuDC00,,,,,,,,
63375,[X]Unspecified B-cell non-Hodgkin's lymphoma,,,ByuDE00,,,,,,,,
8649,"[X]Non-Hodgkin's lymphoma, unspecified type",,,ByuDF00,,,,,,,,
7940,[X]Non-Hodgkin's lymphoma NOS,,,ByuDF11,,,,,,,,
63598,[X]Malignant neoplasms/independent (primary) multiple sites,,,ByuE.00,,,,,,,,
64897,[X]Malignant neoplasms/independent(primary)multiple sites,,,ByuE000,,,,,,,,
,,,,,,,,,,,,
To these I would add:,,,,,,,,,,,,
medcode,referralevents,,,clinicalevents,testevents,immunisationevents,readcode,readterm,databasebuild,,,
63518,0,,,11,0,0,BBLE.00,[M]Adenosarcoma,2009-02-01 00:00:00,,,
12480,40,,,329,0,0,BB9K000,[M]Paget's disease and intraductal carcinoma of breast,2009-02-01 00:00:00,,,
2272,733,,,29703,26,0,BB5..11,[M]Adenocarcinomas,2009-02-01 00:00:00,,,
25961,3,,,168,0,0,BB17.00,[M]Large cell carcinoma NOS,2009-02-01 00:00:00,,,
31574,18,,,250,0,0,BBb0.00,"[M]Glioma, malignant",2009-02-01 00:00:00,,,
68808,0,,,11,0,0,BBb2.00,[M]Mixed glioma,2009-02-01 00:00:00,,,
102764,0,,,0,0,0,BBrA600,[M]Acute panmyelosis,2011-08-01 00:00:00,,,
20710,31,,,881,0,0,BBj..00,[M]Hodgkin's disease,2009-02-01 00:00:00,,,
18771,0,,,75,0,0,BBLJ.00,[M]Clear cell sarcoma of kidney,2009-02-01 00:00:00,,,
17212,1,,,154,0,0,BBLH.00,[M]Rhabdoid sarcoma,2009-02-01 00:00:00,,,
111241,0,,,1,0,0,BBy1.00,"[M]No microscopic confirmation of tumour, clinically malig",2016-08-01 00:00:00,,,
29170,3,,,129,0,0,BB51000,[M]Adenocarcinoma in situ in villous adenoma,2009-02-01 00:00:00,,,
99200,0,,,1,0,0,BBj7.00,"[M]Hodgkin's disease, nodular sclerosis, cellular phase",2010-04-01 00:00:00,,,
65207,0,,,7,0,0,BB80z00,[M]Cystadenoma or carcinoma NOS,2009-02-01 00:00:00,,,
46967,4,,,97,0,0,BBl..00,[M]Mycosis fungoides,2009-02-01 00:00:00,,,
23711,5,,,130,0,0,BBg1000,"[M]Malignant lymphoma, diffuse NOS",2009-02-01 00:00:00,,,
8101,129,,,2987,0,0,BB5a.00,[M]Renal adenoma and carcinoma,2009-02-01 00:00:00,,,
9956,2,,,320,0,0,BB9E000,[M]Intraductal carcinoma and lobular carcinoma in situ,2009-02-01 00:00:00,,,
4217,29,,,833,0,0,BB5c.00,[M]Parathyroid adenomas and adenocarcinomas,2009-02-01 00:00:00,,,
52326,2,,,43,0,0,BB5L100,[M]Adenocarcinoma in adenomatous polyp,2009-02-01 00:00:00,,,
96183,0,,,1,0,0,BBj4.00,"[M]Hodgkin's disease,lymphocytic depletion,diffuse fibrosis",2009-04-01 00:00:00,,,
2123,54,,,960,1,0,BBc1.00,[M]Neuroblastoma NOS,2009-02-01 00:00:00,,,
68964,0,,,2,0,0,BBgA.00,"[M]Malignant lymphoma, centroblastic-centrocytic, diffuse",2009-02-01 00:00:00,,,
47339,14,,,14,0,0,BBR1.13,[M]Invasive mole NOS,2009-02-01 00:00:00,,,
68211,0,,,1,0,0,BBR1.12,[M]Chorioadenoma destruens,2009-02-01 00:00:00,,,
111238,0,,,1,0,0,BB5dz00,[M]Mixed cell adenoma or adenocarcinoma NOS,2016-08-01 00:00:00,,,
38685,1,,,120,0,0,BB5fz00,[M]Thyroid adenoma or adenocarcinoma NOS,2009-02-01 00:00:00,,,
90487,0,,,6,0,0,BBb3.11,[M]Subependymal astrocytoma NOS,2009-02-01 00:00:00,,,
28344,1,,,65,0,0,BBb3.12,[M]Subependymal astrocytoma NOS,2009-02-01 00:00:00,,,
93175,0,,,2,0,0,BBZ2.11,[M]Intraosseous carcinoma,2009-02-01 00:00:00,,,
33869,0,,,123,0,0,BBgR.00,"[M]Malignant lymphoma, large cell, diffuse NOS",2009-02-01 00:00:00,,,
71652,0,,,2,0,0,BBgP.00,"[M]Malignant lymphoma, mixed small and large cell, diffuse",2009-02-01 00:00:00,,,
54284,0,,,22,0,0,BBc..00,[M]Neuroepitheliomatous neoplasms,2009-02-01 00:00:00,,,
27728,3,,,212,0,0,BB90.00,"[M]Intraductal carcinoma, noninfiltrating NOS",2009-02-01 00:00:00,,,
62871,0,,,2,0,0,BB92.00,"[M]Comedocarcinoma, noninfiltrating",2009-02-01 00:00:00,,,
49186,5,,,122,0,0,BBbR.00,"[M]Oligodendroglioma, anaplastic type",2009-02-01 00:00:00,,,
29385,5,,,134,0,0,BBX0.11,[M]Osteoclastoma,2009-02-01 00:00:00,,,
68220,0,,,2,0,0,BBW4.11,[M]Fibrochondrosarcoma,2009-02-01 00:00:00,,,
9673,42,,,627,1,0,BBs5.00,[M]Chronic lymphoproliferative disease,2009-02-01 00:00:00,,,
51353,1,,,10,0,0,BBE1000,"[M]Malignant melanoma, regressing",2009-02-01 00:00:00,,,
66876,0,,,3,0,0,BB81E11,[M]Pseudomucinous adenocarcinoma,2009-02-01 00:00:00,,,
101271,0,,,1,0,0,BBs1.00,[M]Acute panmyelosis,2011-01-01 00:00:00,,,
17151,71,,,1255,0,0,BB81.11,[M]Ovarian cystadenoma or carcinoma,2009-02-01 00:00:00,,,
36876,0,,,1,0,0,BB5V311,[M]Eosinophil carcinoma,2009-02-01 00:00:00,,,
9447,3,,,1007,0,0,BB5j200,[M]Endometrioid carcinoma,2009-02-01 00:00:00,,,
20807,18,,,191,0,0,BB26.00,[M]Papillary squamous cell carcinoma,2009-02-01 00:00:00,,,
61146,0,,,4,0,0,BBmF.00,[M] Angiocentric immunoproliferative lesion,2009-02-01 00:00:00,,,
60186,2,,,4,0,0,BBmB.00,[M]Refractory anaemia+excess of blasts with transformation,2009-02-01 00:00:00,,,
52751,0,,,37,0,0,BBb8.00,"[M]Ependymoma, anaplastic type",2009-02-01 00:00:00,,,
45510,0,,,31,0,0,BB2M.00,[M]Lymphoepithelial carcinoma,2009-02-01 00:00:00,,,
9172,34,,,1224,0,0,BBmK.00,[M]Waldenstrom's macroglobulinaemia,2009-02-01 00:00:00,,,
110990,0,,,1,0,0,BBC6z00,[M]Androblastoma NOS,2016-07-01 00:00:00,,,
21833,5,,,922,0,0,BB91.11,[M]Duct carcinoma NOS,2009-02-01 00:00:00,,,
35034,6,,,109,0,0,BBGJ.11,[M]Fibroxanthosarcoma,2009-02-01 00:00:00,,,
28291,19,,,172,0,0,BB69.00,[M]Sebaceous adenoma and adenocarcinoma,2009-02-01 00:00:00,,,
70516,0,,,10,0,0,BB5D.11,[M]Biliary tract adenomas and adenocarcinomas,2009-02-01 00:00:00,,,
12309,15,,,562,0,0,BBb..00,[M]Gliomas,2009-02-01 00:00:00,,,
37723,1,,,51,0,0,BBr6011,[M]Granulocytic leukaemia NOS,2009-02-01 00:00:00,,,
24317,0,,,5,0,0,BBr6012,[M]Myelosis NOS,2009-02-01 00:00:00,,,
34984,8,,,133,0,0,BB80.00,[M]Cystadenoma and carcinoma,2009-02-01 00:00:00,,,
73275,0,,,5,0,0,BB5N100,[M]Adenocarcinoma in adenomatous polposis coli,2009-02-01 00:00:00,,,
16677,3,,,143,0,0,BB9B.00,[M]Medullary carcinoma NOS,2009-02-01 00:00:00,,,
98883,0,,,4,0,0,BB9D.00,[M]Medullary carcinoma with lymphoid stroma,2010-04-01 00:00:00,,,
67342,0,,,11,0,0,BB5U100,[M]Adenocarcinoma in villous adenoma,2009-02-01 00:00:00,,,
3197,1081,,,23026,1,0,BB03.00,"[M]Neoplasm, metastatic",2009-02-01 00:00:00,,,
56041,0,,,10,0,0,BBj1.00,"[M]Hodgkin's disease, lymphocytic predominance",2009-02-01 00:00:00,,,
56600,1,,,114,0,0,BB2A.11,[M]Epidermoid carcinoma NOS,2009-02-01 00:00:00,,,
24511,6,,,95,0,0,BB09.00,"[M]Malignant tumour, giant cell type",2009-02-01 00:00:00,,,
44778,0,,,96,0,0,BB52000,[M]Adenocarcinoma in tubulovillous adenoma,2009-02-01 00:00:00,,,
62330,0,,,2,0,0,BBr6z00,[M]Other myeloid leukaemia NOS,2009-02-01 00:00:00,,,
59929,0,,,3,0,0,BBr0z00,"[M]Leukaemia unspecified, NOS",2009-02-01 00:00:00,,,
62088,2,,,47,0,0,BBEG.00,[M]Malignant melanoma in Hutchinson's melanotic freckle,2009-02-01 00:00:00,,,
97593,0,,,6,0,0,BBZG.00,"[M]Ameloblastoma, malignant",2009-09-01 00:00:00,,,
98825,0,,,2,0,0,BB5B600,[M]Mixed islet cell and exocrine adenocarcinoma,2010-03-01 00:00:00,,,
71301,0,,,5,0,0,BBQA100,"[M]Struma ovarii, malignant",2009-02-01 00:00:00,,,
61764,0,,,8,0,0,BB5y100,[M]Vipoma,2009-02-01 00:00:00,,,
46263,4,,,65,0,0,BBr6700,[M]Acute myelomonocytic leukaemia,2009-02-01 00:00:00,,,
37473,1,,,31,1,0,BBbW.00,[M]Cerebellar sarcoma NOS,2009-02-01 00:00:00,,,
98861,0,,,1,0,0,BBZH.00,[M]Odontoameloblastoma,2010-04-01 00:00:00,,,
45189,1,,,11,0,0,BBZJ.00,[M]Squamous odontogenic tumour,2009-02-01 00:00:00,,,
4473,13,,,613,0,0,BBY0.00,[M]Ewing's sarcoma,2009-02-01 00:00:00,,,
59310,1,,,19,0,0,BBV1.12,[M]Osteochondrosarcoma,2009-02-01 00:00:00,,,
49862,0,,,42,0,0,BBV1.11,[M]Osteoblastic sarcoma,2009-02-01 00:00:00,,,
96893,0,,,5,0,0,BBrA300,[M]Myeloid sarcoma,2009-06-01 00:00:00,,,
3969,0,,,22,0,0,BB9M.00,[M]Intracystic carcinoma NOS,2009-02-01 00:00:00,,,
68730,0,,,27,0,0,BBZN.00,[M]Ameloblastic fibrosarcoma,2009-02-01 00:00:00,,,
64068,0,,,5,0,0,BBnz.00,[M]Plasma cell tumour NOS,2009-02-01 00:00:00,,,
53987,0,,,11,0,0,BB5Dz00,[M]Hepatobiliary adenoma or carcinoma NOS,2009-02-01 00:00:00,,,
40240,12,,,318,0,0,BB5D500,[M]Hepatocellular carcinoma NOS,2009-02-01 00:00:00,,,
70918,0,,,3,0,0,BB7z.00,[M]Mucoepidermoid neoplasm NOS,2009-02-01 00:00:00,,,
21598,8,,,202,0,0,BBd7.00,[M]Haemangioblastic meningioma,2009-02-01 00:00:00,,,
29787,20,,,255,0,0,BB2C.00,"[M]Squamous cell carcinoma, keratinising type NOS",2009-02-01 00:00:00,,,
112200,0,,,0,0,0,BB9C.11,[M]Solid carcinoma with amyloid stroma,2017-09-01 00:00:00,,,
42553,1,,,17,0,0,BBB3.00,[M]Adenocarcinoma with cartilaginous and osseous metaplasia,2009-02-01 00:00:00,,,
66064,1,,,13,0,0,BBbM.00,[M]Giant cell glioblastoma,2009-02-01 00:00:00,,,
21770,71,,,837,0,0,BBPX.00,"[M]Mesothelioma, unspecified",2009-02-01 00:00:00,,,
50859,0,,,6,0,0,BBX1.11,[M]Giant cell bone sarcoma,2009-02-01 00:00:00,,,
31673,0,,,5,0,0,BBX1.12,"[M]Osteoclastoma, malignant",2009-02-01 00:00:00,,,
9291,46,,,2521,0,0,BB1J.00,[M]Small cell carcinoma NOS,2009-02-01 00:00:00,,,
7856,16,,,383,0,0,BBJH.00,[M]Dedifferentiated liposarcoma,2009-02-01 00:00:00,,,
67970,0,,,3,0,0,BB1L.00,"[M]Small cell carcinoma, fusiform cell type",2009-02-01 00:00:00,,,
96780,0,,,4,0,0,BBNz.00,[M]Synovial neoplasm NOS,2009-04-01 00:00:00,,,
45531,1,,,34,0,0,BBbE.00,[M]Gemistocytic astrocytoma,2009-02-01 00:00:00,,,
45458,1,,,33,0,0,BB2F.00,"[M]Squamous cell carcinoma, spindle cell type",2009-02-01 00:00:00,,,
38477,2,,,93,0,0,BBX0.00,[M]Giant cell tumour of bone NOS,2009-02-01 00:00:00,,,
51878,0,,,8,0,0,BBcC.00,[M]Aesthesioneuroblastoma,2009-02-01 00:00:00,,,
28388,1,,,195,0,0,BB5jz00,[M]Endometrioid adenoma or carcinoma NOS,2009-02-01 00:00:00,,,
67587,0,,,19,0,0,BBbZ.00,[M]Pleomorphic xanthoastrocytoma,2009-02-01 00:00:00,,,
16474,48,,,881,0,0,BBP..00,[M]Mesothelial neoplasms,2009-02-01 00:00:00,,,
27509,0,,,102,0,0,BBP1.00,"[M]Mesothelioma, malignant",2009-02-01 00:00:00,,,
86820,0,,,6,0,0,BBP7.00,"[M]Mesothelioma, biphasic type, malignant",2009-02-01 00:00:00,,,
106519,0,,,106,0,0,BB1P.00,[M]Non-small cell carcinoma,2013-08-01 00:00:00,,,
40513,1,,,67,0,0,BBkz.00,"[M]Lymphoma, nodular or follicular NOS",2009-02-01 00:00:00,,,
47734,0,,,39,0,0,BBP5.00,"[M]Epithelioid mesothelioma, malignant",2009-02-01 00:00:00,,,
51285,0,,,12,0,0,BBj2.00,"[M]Hodgkin's disease, mixed cellularity",2009-02-01 00:00:00,,,
40494,77,,,732,1,0,BB2..00,[M]Papillary and squamous cell neoplasms,2009-02-01 00:00:00,,,
40508,0,,,4,0,0,BBj6000,"[M]Hodgkin,s disease, nodular sclerosis, lymphocytic predom",2009-02-01 00:00:00,,,
67430,0,,,5,0,0,BBY1.11,[M]Tibial adamantinoma,2009-02-01 00:00:00,,,
17468,5,,,310,0,0,BBQ..00,[M]Germ cell neoplasms,2009-02-01 00:00:00,,,
60347,0,,,9,0,0,BBd2.11,[M]Leptomeningeal sarcoma,2009-02-01 00:00:00,,,
96798,0,,,1,0,0,BBd2.12,[M]Meningothelial sarcoma,2009-05-01 00:00:00,,,
39883,0,,,4,0,0,BBk5.00,"[M]Malig lymp, follicular centre cell, cleaved, follicular",2009-02-01 00:00:00,,,
31749,0,,,18,0,0,BBv0.00,[M]Monocytoid B-cell lymphoma,2009-02-01 00:00:00,,,
27965,1,,,24,0,0,BBv2.00,[M]AngiocentricT-cell lymphoma,2009-02-01 00:00:00,,,
35348,1,,,89,0,0,BB5T100,[M]Papillary adenocarcinoma NOS,2009-02-01 00:00:00,,,
63699,1,,,15,0,0,BBk0.00,"[M]Malignant lymphoma, nodular NOS",2009-02-01 00:00:00,,,
38481,0,,,10,0,0,BBTK.00,"[M]Epithelioid haemangioendothelioma, malignant",2009-02-01 00:00:00,,,
9575,56,,,3546,1,0,BBbL.11,[M]Glioblastoma multiforme,2009-02-01 00:00:00,,,
45364,3,,,36,0,0,BBX2.00,[M]Giant cell tumour of soft parts NOS,2009-02-01 00:00:00,,,
42273,4,,,135,0,0,BB5T.00,[M]Papillary adenomas and adenocarcinomas,2009-02-01 00:00:00,,,
106970,0,,,2,0,0,BBk3.00,"[M]Malig lymphoma, lymphocytic, well differentiated,nodular",2013-09-01 00:00:00,,,
62396,0,,,29,0,0,BBF6.00,[M]Epithelioid cell sarcoma,2009-02-01 00:00:00,,,
37621,0,,,24,0,0,BBQ4.00,[M]Endodermal sinus tumour,2009-02-01 00:00:00,,,
40449,1,,,13,1,0,BBQ6.00,[M]Gonadoblastoma,2009-02-01 00:00:00,,,
49629,0,,,7,0,0,BB5C100,"[M]Gastrinoma, malignant",2009-02-01 00:00:00,,,
44534,2,,,81,0,0,BB2N.00,"[M]Intraepit neop,grade III,of cervix, vulva and vagina",2009-02-01 00:00:00,,,
17292,8,,,135,0,0,BBE8.11,[M]Melanocytoma of eyeball,2009-02-01 00:00:00,,,
71627,0,,,2,0,0,BB61200,[M]Sweat gland adenocarcinoma,2009-02-01 00:00:00,,,
33497,4,,,109,0,0,BB2J.00,"[M]Squamous cell carcinoma, microinvasive",2009-02-01 00:00:00,,,
68524,0,,,34,0,0,BBW7.00,[M]Chondroblastoma NOS,2009-02-01 00:00:00,,,
68889,1,,,0,0,0,BBE4.00,[M]Balloon cell melanoma,2009-02-01 00:00:00,,,
65216,0,,,11,0,0,BB49.00,[M]Cloacogenic carcinoma,2009-02-01 00:00:00,,,
8328,7,,,343,0,0,BBbC.00,"[M]Astrocytoma, anaplastic type",2009-02-01 00:00:00,,,
64596,0,,,14,0,0,BBK0700,[M]Myxoid leiomyosarcoma,2009-02-01 00:00:00,,,
42082,0,,,37,0,0,BBK3700,[M]Alveolar rhabdomyosarcoma,2009-02-01 00:00:00,,,
94438,0,,,4,0,0,BB85z00,[M]Signet ring carcinoma NOS,2009-02-01 00:00:00,,,
38756,0,,,5,0,0,BBP9.00,[M]Cystic mesothelioma,2009-02-01 00:00:00,,,
59143,0,,,6,0,0,BB2D.00,"[M]Squamous cell carcinoma, large cell, non-keratinising",2009-02-01 00:00:00,,,
98797,0,,,3,0,0,BBLD.00,[M]Embryonal sarcoma,2010-03-01 00:00:00,,,
69981,1,,,10,0,0,BBe7.00,"[M]Neurilemmoma, malignant",2009-02-01 00:00:00,,,
7476,17,,,983,0,0,BBQ1.00,[M]Seminomas,2009-02-01 00:00:00,,,
51656,0,,,31,0,0,BB81E00,[M]Mucinous cystadenocarcinoma NOS,2009-02-01 00:00:00,,,
57802,1,,,17,0,0,BB5S400,[M]Alveolar adenocarcinoma,2009-02-01 00:00:00,,,
59651,0,,,4,0,0,BBJ8.00,[M]Mixed type liposarcoma,2009-02-01 00:00:00,,,
28836,39,,,535,0,0,BBc9.00,[M]Retinoblastomas,2009-02-01 00:00:00,,,
71869,0,,,11,0,0,BBf2.00,[M]Alveolar soft part sarcoma,2009-02-01 00:00:00,,,
67712,0,,,9,0,0,BBR2.00,[M]Choriocarcinoma,2009-02-01 00:00:00,,,
42198,1,,,38,0,0,BBj6.00,"[M]Hodgkin's disease, nodular sclerosis NOS",2009-02-01 00:00:00,,,
105862,0,,,2,0,0,BBL7300,[M]Mesenchymal nephroblastoma,2013-03-01 00:00:00,,,
61997,0,,,30,0,0,BBj0.00,[M]Hodgkin's disease NOS,2009-02-01 00:00:00,,,
103034,0,,,2,0,0,BB5j500,"[M]Endometrioid adenofibroma, malignant",2011-09-01 00:00:00,,,
62941,1,,,10,0,0,BBe2.00,[M]Neurofibrosarcoma,2009-02-01 00:00:00,,,
61251,0,,,2,0,0,BBgN.00,"[M]Malign lymphoma,lymphocytic,intermediate differn, diffuse",2009-02-01 00:00:00,,,
46877,1,,,51,0,0,BBgL.00,"[M]Malignant lymphoma, small lymphocytic NOS",2009-02-01 00:00:00,,,
60275,0,,,8,0,0,BBgJ.00,"[M]Malignant lymphoma, centroblastic type NOS",2009-02-01 00:00:00,,,
57796,1,,,6,0,0,BBN4.00,"[M]Synovial sarcoma, biphasic type",2009-02-01 00:00:00,,,
42300,1,,,91,0,0,BBQ7z00,[M]Teratoma NOS,2009-02-01 00:00:00,,,
29580,1,,,16,0,0,BBCA.00,[M]Sertoli cell carcinoma,2009-02-01 00:00:00,,,
41695,0,,,82,0,0,BBba.00,[M]Primitive neuroectodermal tumour,2009-02-01 00:00:00,,,
110147,0,,,1,0,0,BB5D711,[M]Hepatocholangiocarcinoma,2015-09-01 00:00:00,,,
63994,0,,,1,0,0,BBgS.00,"[M]Malignant lymphoma, large cell, cleaved, diffuse",2009-02-01 00:00:00,,,
58015,0,,,10,0,0,BBgQ.00,[M]Malignant lymphomatous polyposis,2009-02-01 00:00:00,,,
73434,0,,,6,0,0,BB5L300,[M]Adenocarcinoma in multiple adenomatous polyps,2009-02-01 00:00:00,,,
94614,0,,,2,0,0,BBC6z11,[M]Arrhenoblastoma NOS,2009-02-01 00:00:00,,,
17232,17,,,173,0,0,BBEA.00,[M]Amelanotic melanoma,2009-02-01 00:00:00,,,
63574,0,,,12,0,0,BBEC.00,[M]Malignant melanoma in junctional naevus,2009-02-01 00:00:00,,,
8351,13,,,968,0,0,BB91.00,[M]Infiltrating duct carcinoma,2009-02-01 00:00:00,,,
58131,1,,,14,0,0,BB93.00,[M]Comedocarcinoma NOS,2009-02-01 00:00:00,,,
58902,0,,,4,0,0,BBcA.00,[M]Olfactory neurogenic tumour,2009-02-01 00:00:00,,,
70383,0,,,2,0,0,BBM0100,"[M]Brenner tumour, malignant",2009-02-01 00:00:00,,,
70935,0,,,1,0,0,BBr4000,[M]Erythroleukaemia,2009-02-01 00:00:00,,,
27653,1,,,162,0,0,BBbz.00,[M]Glioma NOS,2009-02-01 00:00:00,,,
99655,0,,,3,0,0,BBg6.00,[M]Lymphosarcoma NOS,2010-06-01 00:00:00,,,
61542,0,,,36,0,0,BBQ7400,"[M]Malignant teratoma, undifferentiated type",2009-02-01 00:00:00,,,
71850,0,,,8,0,0,BBr6000,[M]Myeloid leukaemia NOS,2009-02-01 00:00:00,,,
92275,0,,,2,0,0,BBC0.11,[M]Gonadal stromal tumour,2009-02-01 00:00:00,,,
21319,24,,,375,0,0,BBC0.13,[M]Testicular stromal tumour,2009-02-01 00:00:00,,,
21435,17,,,287,0,0,BBC0.12,[M]Ovarian stromal tumour,2009-02-01 00:00:00,,,
92393,0,,,0,0,0,L6652BB,,2009-02-01 00:00:00,,,
67934,0,,,6,0,0,BBLA.00,"[M]Carcinosarcoma, embryonal type",2009-02-01 00:00:00,,,
47920,0,,,17,0,0,BB9B.11,[M]C cell carcinoma,2009-02-01 00:00:00,,,
6985,5,,,210,0,0,BB03.11,[M]Secondary neoplasm,2009-02-01 00:00:00,,,
67203,0,,,7,0,0,BBgG.11,[M]Lymphoblastic lymphosarcoma NOS,2009-02-01 00:00:00,,,
34352,1,,,125,0,0,BBgG.12,[M]Lymphoblastic lymphoma NOS,2009-02-01 00:00:00,,,
52591,0,,,13,0,0,BBgG.13,[M]Lymphoblastoma NOS,2009-02-01 00:00:00,,,
56676,9,,,183,0,0,BBJ5.00,[M]Myxoid liposarcoma,2009-02-01 00:00:00,,,
108316,0,,,2,0,0,BBrAz00,[M]Miscellaneous leukaemia NOS,2014-07-01 00:00:00,,,
49530,4,,,78,3,0,BBmC.00,[M] T-gamma lymphoproliferative disease,2009-02-01 00:00:00,,,
8606,46,,,2295,0,0,BB5j.00,[M]Endometrioid adenomas and carcinomas,2009-02-01 00:00:00,,,
8085,107,,,3147,0,0,BBF1.00,[M]Sarcoma NOS,2009-02-01 00:00:00,,,
104699,0,,,4,0,0,BBy2.00,"[M]No microscopic confirmation tumour, clinically metastatic",2012-08-01 00:00:00,,,
24293,16,,,1200,0,0,BB2B.00,"[M]Squamous cell carcinoma, metastatic NOS",2009-02-01 00:00:00,,,
12580,0,,,184,0,0,BBB0.00,[M]Adenosquamous carcinoma,2009-02-01 00:00:00,,,
100267,0,,,5,0,0,BBZG.11,"[M]Adamantinoma, malignant",2010-07-01 00:00:00,,,
27439,23,,,342,0,0,BBTA.00,[M]Kaposi's sarcoma,2009-02-01 00:00:00,,,
31609,2,,,25,0,0,BBC4.00,"[M]Granulosa cell tumour, malignant",2009-02-01 00:00:00,,,
